title,sentence,score
스펜서,"공감이 어려운 세계의 이야기였지만 크리스틴의 연기와 영상, 연출은 좋았습니다",7
아메리칸 셰프,미국가서 먹어보고싶다..,10
모비우스,분장이 조금 애매하네요.. 킬링타임용으로 적당했습니다,5
앰뷸런스,뜬금없는 신파만 좀 쳐내면 좋았겠지만 긴 러닝타임에도 불구 즐겁게 봤습니다,6
루이스 웨인: 사랑을 그린 고양이 화가,"한폭의 그림같은 영상과 어우러지는 ost도 좋았고, 주연배우의 연기가 인상적이었습니다",8
젠틀맨,"가이 리치 감독의 초기 영화들을 생각하게 해주는데, 빠르고 감각적인 편집과 매력적인 대사와 시종 흥미진진한 전개가 정말이지 예술이다. 단, 이야기 자체는 다소 평범해서 조금 아쉽다.",7
칠드런 액트,뭐지???이영화 하고싶은 얘기가 뭐냐?,1
공기살인,이건 꼭 보셨으면 좋겠습니다. 누구나 피해자 또는 피해자의 가족이 될 수 있기에 보면서 화가 많이 났습니다.  영화 보고 유튜브에 이것저것 영상 찾아봤는데 피해자 분들을 보니 정말 마음이 아프더라구요. 이 영화를 통해 다시 한번 세상에 확실하게 알려져서 잘못을 행한 사람들은 반드시 그 책임을 지셨으면 좋겠습니다.,10
부기나이트,봐라....느낄것이다....나라면 어쩔것이냐....결과적으론 핵때문이지만....,8
니 부모 얼굴이 보고 싶다,연기력이 다들 장난 아니네여,10
더 배트맨,3시간 내내 졸았네요무슨 탐정 어쩌고 하는데 결국 리들러 따라다니기만 하고 무슨 추리를 한거지,1
엑스맨 탄생: 울버린,x맨 시리즈 2번째 명작. 캐릭터도 너무 개성있고 몰입감 진짜 최고인 영화...,10
신비한 동물사전,최근 10년간 이보다 감미롭고 흥미로우며 따뜻한 영화는 없었을듯 하다.. 두 사람의 키스가 아름다웠고 마음 아팠으나 희망이 남아 행복할 수 있는 발걸음처럼 눈물콧물 반죽 드라마 한편이네,10
야차, 양동근 연기가 정말 ! ㅋ~ ,10
부기나이트,꿈과 현실 사이에서 우왕좌왕하는 최후의 밤,4
언차티드,참 이것도 영화라고 만들어놓은게 신기하네 어휴 한심,1
모럴센스,쓰레기영화 서현 정떨어짐,1
더 배트맨,재밌는 소재들 다 가져왔지만막 재밌지도 않고 재미 없지도 않은..지루하지는 않은 평범한 영화였다..많은 것들을 짬뽕시켜 3시간 동안 풀어 냈지만..배트맨 3부작과 크게 다른 것이 안 느껴진다...개인적으로는 배트맨이 배트맨이 아닌 무적갑옷 입은 존윅이여서 더 아쉬웠다...,6
사이다처럼 말이 톡톡 솟아올라,처음으로 평점써봄... 노래 완벽,10
베놈 2: 렛 데어 비 카니지,1보다 재밌었는데 배우들 연기도 좋았고..1은 너무 순한맛이었음..글구 앤은 댄하구 결혼해야함 댄이 넘 착하고 용감해ㅋㅋㅋ,8
가면의 정사,팜므파탈 영화의 초기. 이러다가 위험한 정사가 피크. 당시의 유행.,7
러덜리스,기대없이 봤다가 세번 본 영화.,10
짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,"로봇화 되었단 것을 모른 체 기억이 옮겨진 존재는 어떤 존재일까? 인간의 정의에 대해 의문을 던지는 영화. 만약 로봇화가 아닌 같은 기억을 가진 유기체였다면 진짜 존재를 구분할 수 있었을까. 아이의 입장에서 겉모습은 중요하지 않았으며, 어른의 입장에서는 함께 지내왔던 외양과 객관적 판단을 볼 수 있었던 이야기. 같은 기억을 가진 로봇 아빠가 진짜 아빠임을 포기하게 되는 후반부는 마음이 찢어지는 듯 하다. 아쉬운 점은 후반부의 악당과의 해소 부분을 너무나도 아쉽게 마무리 해버렸다는 점.  하지만 초반부와 극후반부만으로도 볼 가치가 충분한 어른을 위한 영화.",10
시월애,"나의 인생영화..정말 오랜만에 다시 감상했다. 영화 오프닝과 함께 깔리는 ost 듣자마자 울컥..영화가 끝나고 왜이리 가슴이 아리는지...개봉일 확인하고 그 때 당시 선물 받은 cd발매일 확인 후..알게 되었다. 그 이유를. 그 해 2000년 하반기에..그래서 그랬네. 영화 내용과 닮은 내 이야기, 결말은 달랐지만 ..지금봐도 명작임♡ ",10
범죄도시,마동석이라는 장르,6
베놈 2: 렛 데어 비 카니지,순풍산부인과 13화가 더 재미있겠다,2
365일: 오늘,뭐야 이 유치한 포르노는 ㅋㅋㅋㅋ,2
앰뷸런스,요샌영화들이 죄다쓰레기뿐인데 이작품은 연출도좋고 스토리도 전달하는바가 크네요,8
낙원의 밤,몰입감있다. 재밌다라는 얘기지.,10
버블,eve 노래가 가장 좋았음 근데 여주 얼굴이 내가 싫어하는 그림 스타일이라 보기가 좀 싫음 내용도 다 예상 한대로 맞아 들어감 너무 차라리 이거 볼빠에 다른 영화 보던가 걍 자러가셈 만들때 복사 붙여넣기 한거같음 비추 일단 나부터,1
드라이브 마이 카,영혼을 정화시키는 힐링 영화입니다.,10
버블,작화랑 연출은 괜찮은데 스토리가 너무 진부합니다,4
버블,이 영화 제목그대로 거품입니다.,10
신비한 동물들과 덤블도어의 비밀,신비한 동물사전이래서 동물 보러 갔던 1탄..점점 동물이 안나와서 눈물이 나네요ㅠ이번편은 너무 해리포터를 어느 정도 알아야 하는 내용이 많아서 집 가서 다시 찾아봤어요ㅠ신비한 동물 더 나왔음 좋겠습니다 전갈춤 하나로 5점입니다,6
클로젯,노골적인 아동 캠페인 학습용 영화. 배우들도 성의 있게 열연했다는 느낌은 잘 못 받겠어요,5
